Price,City,State,Bedrooms,Bathrooms,Area (Sqft),Lot Size,Year Built,Days on Market,Property Type,Listing Agent,Status,Zipcode_encoded,MLS ID
943403,0,3,2,3,2514,8687,2000,118,0,2,0,905974.5,834008
788640,1,2,6,3,2895,6814,1975,111,0,4,2,788640.0,659564
848296,2,0,4,2,2050,2341,2004,104,4,3,2,848296.0,430398
864975,2,0,5,4,1548,2494,2010,63,1,3,0,864975.0,265346
914722,1,0,5,4,2707,9964,1953,85,3,1,1,914722.0,666971
571756,3,2,2,2,3053,3780,1989,40,2,2,1,571756.0,924446
580818,0,2,1,3,2164,9409,1956,44,1,1,2,580818.0,640147
1239119,3,0,4,4,758,1634,1997,43,0,3,2,1239119.0,617476
204505,1,4,6,4,2770,5520,1966,27,0,3,0,204505.0,469417
644764,0,4,3,3,2213,4506,1964,32,1,1,1,644764.0,169775
992364,2,4,3,3,815,7485,1988,93,4,0,1,992364.0,505545
1140029,0,3,2,3,1487,9438,2023,5,4,3,1,1140029.0,318931
605861,1,0,5,4,1534,6020,1971,63,1,1,1,605861.0,707204
1472458,0,2,4,1,2135,7168,1981,119,4,1,2,1472458.0,726295
427572,4,4,3,1,3940,9098,1986,9,4,2,0,427572.0,906041
1161421,2,0,2,3,3313,9610,2005,49,1,4,2,1161421.0,208659
314414,1,1,5,2,2128,3292,1994,79,4,1,1,314414.0,893122
1265777,4,3,1,4,1659,9996,1988,25,2,0,0,1265777.0,143953
789955,3,3,5,3,2036,8558,2022,114,2,2,2,789955.0,384596
480974,0,3,2,4,2901,4820,1973,53,4,3,0,480974.0,901428
686842,0,0,1,4,1977,3530,2002,9,0,4,0,686842.0,142970
944010,0,4,6,3,1657,5619,1979,5,1,2,0,944010.0,490042
1325154,4,0,6,2,1086,5861,1981,99,1,4,1,1325154.0,228863
1136243,4,3,3,4,2010,2931,1959,15,2,0,0,1136243.0,482058
624612,4,0,3,3,2367,6792,1995,13,4,4,0,624612.0,367349
409090,0,3,4,2,2997,9647,2000,71,2,4,1,409090.0,675883
1410781,4,3,4,4,2662,3141,1968,19,2,4,2,1410781.0,874135
900400,1,3,4,2,689,1215,2015,110,2,4,1,900400.0,195974
770905,1,2,2,4,2898,6768,2017,82,0,0,1,770905.0,424601
1283223,0,2,1,2,724,2456,1961,106,2,1,2,707553.0,176050
499747,3,3,2,1,1978,4716,2015,48,4,0,2,499747.0,769880
712555,2,2,1,3,1268,9258,1984,68,1,4,1,712555.0,584839
619571,2,0,2,4,3527,3709,1976,77,0,2,0,619571.0,595467
1409033,0,0,3,2,1952,6085,1964,15,2,4,2,1409033.0,800625
389699,1,3,6,3,1769,8386,1991,115,4,2,2,389699.0,769619
1045885,2,0,3,3,3923,7449,1978,95,1,4,1,1045885.0,448326
1377069,0,2,4,4,3859,7651,1979,107,4,2,1,1377069.0,879249
1112286,3,0,1,4,3232,6832,2000,48,4,3,0,1112286.0,197999
1477628,1,0,1,1,2062,4344,1956,69,3,0,2,1477628.0,245330
353344,2,1,5,1,1447,1695,1991,72,3,3,1,353344.0,800590
299777,4,2,2,3,2909,5883,1985,103,0,2,0,299777.0,599306
1200545,3,0,6,2,609,6010,1976,107,3,3,0,1200545.0,568569
453846,4,0,4,1,3562,1356,1998,106,2,1,1,453846.0,302593
1309279,3,1,5,2,2744,9418,1962,54,3,2,1,1309279.0,473998
294270,2,1,6,1,3177,2119,1966,92,4,4,2,294270.0,114533
227369,4,3,3,2,1445,9511,1955,50,1,2,2,227369.0,483461
1079451,4,4,1,2,2935,8912,1971,64,1,3,1,1079451.0,401157
811641,2,0,6,3,3136,6378,1959,105,0,1,1,811641.0,150752
1206970,2,2,4,2,3322,4428,2011,26,2,3,0,1206970.0,485940
359738,4,4,3,1,874,5835,1975,49,4,3,2,359738.0,736786
667232,0,0,6,3,3922,1257,2012,48,4,1,2,667232.0,498135
1496467,1,3,2,4,1160,5936,1987,27,0,0,0,1496467.0,873224
1243614,2,0,6,3,2438,9159,1980,10,1,0,0,1243614.0,976384
1350028,0,0,6,4,2276,3297,2003,75,3,2,0,1350028.0,995130
142558,0,3,5,2,3454,1432,1997,35,4,3,2,142558.0,541309
842454,3,3,6,1,2295,1487,1995,60,0,3,1,842454.0,646745
960407,0,1,4,2,2467,2779,1995,120,4,3,1,960407.0,167402
510123,2,1,2,3,2033,3029,1987,53,2,2,1,510123.0,943472
1336927,2,3,6,2,1534,8903,2011,84,4,2,0,1336927.0,875589
1377802,4,0,4,4,1883,6966,1986,10,4,3,1,1377802.0,490476
287677,3,2,6,1,3361,8603,1992,27,3,3,2,287677.0,923872
1409098,1,2,6,4,3041,9468,2000,90,1,3,2,1409098.0,337103
1236695,2,2,4,4,2879,8525,1999,30,0,0,2,1236695.0,959491
850519,2,2,6,1,2431,1752,2001,15,2,1,0,850519.0,915289
406535,0,2,1,2,886,2168,1965,33,1,2,1,406535.0,694666
393811,2,4,6,3,1252,3959,2008,100,3,0,0,393811.0,182909
1211963,4,1,4,3,2456,6870,1997,69,2,1,2,1211963.0,453165
467298,1,4,6,4,1209,8910,1963,58,1,3,1,467298.0,153860
546329,3,2,4,4,2377,3899,1994,80,4,0,1,546329.0,455076
1263497,0,4,2,1,1430,3729,1992,111,1,4,1,1263497.0,546175
854770,2,0,3,4,885,1898,2001,83,3,4,2,854770.0,532776
1159956,1,3,2,4,1265,5891,1982,16,1,1,2,1159956.0,620045
1447743,0,3,1,4,2085,7296,1998,26,2,0,2,1447743.0,971023
138025,0,4,1,1,2080,9860,1999,44,0,1,2,138025.0,142568
543804,3,0,2,2,3732,8156,2019,30,2,1,1,543804.0,376009
563864,0,1,4,3,3158,3949,1960,76,4,2,0,563864.0,247058
146864,2,3,1,4,1351,1117,1976,42,3,2,0,224350.5,804319
1217073,0,2,4,3,3217,8739,1976,49,2,1,2,1217073.0,461548
273704,2,1,6,4,3431,1449,1958,87,1,1,0,273704.0,222656
732277,3,3,2,3,3759,3625,1991,115,4,4,0,732277.0,855300
1139836,1,4,6,3,2794,9423,1993,34,3,3,1,1139836.0,712361
840528,1,1,2,3,2346,6734,1966,102,4,3,1,840528.0,328505
719382,0,1,4,1,3654,9907,2013,3,0,3,1,719382.0,238965
155283,0,1,6,1,2452,2886,2016,87,4,2,0,155283.0,812944
423783,1,2,2,3,2610,8780,1977,34,0,0,0,423783.0,490810
554124,1,0,2,3,2652,5338,1952,71,4,1,0,554124.0,916101
729055,3,1,1,4,3549,4792,1973,43,3,0,2,729055.0,357367
1280219,4,4,1,3,1831,4659,1990,7,2,2,0,1280219.0,121296
743014,1,3,5,4,1507,8044,1983,112,2,2,2,743014.0,443025
1122707,1,0,6,1,3226,4493,2004,58,2,2,1,1122707.0,445969
113084,3,3,2,2,2148,9539,2015,94,4,2,1,113084.0,109846
206332,1,1,5,2,3235,3939,1960,94,4,2,0,206332.0,912996
685711,0,1,5,1,2253,6488,1972,96,1,4,2,685711.0,378111
938789,0,4,6,2,2454,5887,1989,50,2,3,1,938789.0,332539
1009530,4,2,5,1,3083,8448,1966,67,2,2,0,1009530.0,864143
545380,1,0,1,3,2037,6805,1972,64,0,4,0,720211.0,710935
357273,3,4,5,4,2723,6968,1957,57,1,1,1,357273.0,174547
537598,4,2,5,2,3694,9944,1973,16,3,4,0,537598.0,393567
263351,1,1,2,4,1746,9811,2013,97,2,0,2,263351.0,815149
883643,1,4,2,4,841,5960,1991,28,0,4,0,883643.0,960069
654277,4,2,3,1,741,8032,2018,70,3,3,2,654277.0,472338
855844,3,3,1,3,3404,6596,1979,27,1,2,1,855844.0,571938
286416,1,3,4,4,2294,5246,2015,116,1,0,2,286416.0,591666
1471386,1,2,2,4,622,4625,1992,84,3,3,1,1471386.0,178333
843704,1,4,4,1,3816,7652,1963,114,4,0,0,843704.0,395094
558267,4,3,1,3,1502,7040,1975,106,4,0,1,558267.0,785389
575209,3,2,3,4,3771,2665,1982,112,3,2,1,575209.0,611296
788343,4,1,5,4,718,1624,1964,104,0,0,0,788343.0,663269
1175985,2,2,4,2,1725,5053,1978,40,3,1,2,1175985.0,685300
389748,2,3,5,3,1188,7429,1966,55,1,2,0,389748.0,593800
297796,4,1,5,3,1748,7189,1956,10,0,4,1,297796.0,289956
117540,1,4,6,4,2415,7240,1953,36,4,1,0,117540.0,534793
320520,3,4,3,2,3290,3111,2007,81,2,0,1,320520.0,919668
319961,2,4,2,3,894,6877,1968,11,0,3,2,319961.0,416880
563715,1,1,5,4,2143,3548,1988,28,1,4,0,563715.0,390968
842075,4,4,4,3,3563,2581,1954,54,1,0,1,842075.0,624870
1394343,3,3,2,2,1464,7843,1992,70,1,0,1,1394343.0,627865
1219513,3,1,5,4,1116,4430,1956,91,3,2,1,1219513.0,926631
805615,1,3,4,1,3481,2514,1961,111,4,4,2,805615.0,717138
330245,0,0,5,3,960,7153,1993,113,1,0,0,330245.0,498013
948645,0,2,2,1,2113,3700,2006,54,0,2,2,948645.0,583065
983080,2,3,4,4,3764,3690,1995,28,1,0,0,983080.0,416850
1001958,4,3,5,1,1975,9535,1981,60,4,3,0,1001958.0,191738
1465899,3,0,3,1,2413,7910,2013,100,3,3,1,1465899.0,286352
875089,3,1,3,4,1557,9804,1976,69,2,1,0,875089.0,626740
672952,2,3,2,1,2702,9320,1961,12,2,2,1,672952.0,297571
630401,2,1,2,1,3931,8662,1951,41,2,4,2,630401.0,232684
541228,4,1,5,1,3000,2295,1966,87,1,3,1,541228.0,741075
900860,1,4,2,4,3999,3447,1972,21,1,2,2,900860.0,457597
197773,2,4,5,1,1788,5300,2001,24,1,3,1,197773.0,178018
975227,1,1,4,4,3301,2937,1985,42,0,1,2,975227.0,241264
1113507,2,3,1,3,2129,7102,1958,38,0,2,2,1113507.0,588153
1024884,0,2,6,2,1671,3628,1955,60,4,0,1,1024884.0,885063
1055684,3,2,1,1,3393,9986,1981,80,1,0,1,1055684.0,345861
396731,3,2,3,3,1443,9102,1963,113,1,2,0,396731.0,144414
869597,4,0,4,3,752,9574,1969,86,4,2,1,685399.0,287608
860503,3,4,1,2,1169,3329,1991,32,1,1,1,860503.0,955591
1408977,1,4,3,3,1476,3691,1986,99,4,2,1,1408977.0,633492
151541,3,0,5,1,1665,5891,2010,33,0,1,0,151541.0,842287
1406366,1,2,2,2,1456,8429,1978,70,4,0,1,1406366.0,363515
683535,0,2,2,4,1402,4653,1959,97,0,4,1,683535.0,735459
1077238,4,4,2,4,2161,5742,2008,34,2,2,1,1077238.0,514415
708347,1,0,2,2,1852,7550,1955,58,2,0,0,708347.0,656128
933014,0,4,3,4,2410,3470,2002,73,0,0,2,933014.0,344919
1274393,3,2,3,4,3023,5852,1983,85,4,4,0,1274393.0,904983
1314599,1,0,2,4,2784,7766,1980,40,0,3,2,1314599.0,956631
1186759,2,0,4,1,2669,7376,1961,25,1,3,2,1186759.0,345225
1425500,0,0,3,1,2845,9457,1962,107,0,3,1,1425500.0,624860
631278,0,0,3,4,3866,4373,1982,110,4,0,0,631278.0,584345
1256875,2,2,5,2,1823,2773,1993,70,0,3,2,1256875.0,289879
230146,4,4,4,4,794,1927,2002,110,0,0,2,230146.0,772371
757948,1,2,3,1,1116,7054,1959,52,4,1,2,757948.0,958177
446258,1,3,5,1,1034,4346,1973,43,3,4,2,446258.0,722513
183860,0,1,3,1,2616,1461,1952,27,2,4,0,183860.0,767523
395747,3,3,4,3,3454,7379,1996,13,1,2,1,395747.0,292472
757183,3,4,6,2,2081,4775,2017,74,4,2,1,757183.0,581059
1131618,0,4,3,4,2415,6096,2011,106,1,4,2,1131618.0,835217
208579,0,3,1,2,1832,7081,1952,106,1,0,1,208579.0,472380
1228020,1,2,2,2,3597,3730,1958,24,3,2,1,1228020.0,160134
1055904,4,2,6,2,2630,9873,2003,110,1,1,0,1055904.0,858277
850524,1,2,1,2,3783,6706,1984,102,3,4,1,850524.0,886315
374194,1,3,1,3,2866,3036,1964,87,2,1,2,374194.0,393725
277923,3,1,5,2,807,5944,2021,68,0,4,1,277923.0,707817
930934,4,2,1,1,3219,8079,1966,70,3,0,2,930934.0,339811
628592,0,4,3,2,3573,3110,1990,49,0,3,0,628592.0,190634
499090,2,3,6,3,3614,4546,1996,51,3,3,0,499090.0,271922
1107473,1,2,6,1,795,3674,2009,43,0,1,0,1107473.0,430989
859034,2,4,6,3,2088,1515,1958,6,1,1,0,859034.0,458631
1082651,2,3,2,2,3042,4692,2023,61,2,0,1,1082651.0,760496
208387,4,0,4,4,2807,5586,1976,99,0,3,0,208387.0,177196
564122,4,2,5,2,1590,8525,2015,21,3,0,0,637140.0,967649
987975,3,4,3,2,1416,1584,1978,90,0,0,0,987975.0,434100
491022,3,3,1,4,3645,4509,2020,92,0,2,2,491022.0,603705
305465,3,4,6,2,927,2474,1990,20,2,2,0,305465.0,198406
334971,2,4,5,2,1948,4784,1970,44,2,2,1,334971.0,450051
1396414,0,2,5,4,862,4199,1968,41,2,3,1,1137568.5,685698
586833,2,0,6,4,1507,1556,1985,107,2,3,2,586833.0,112551
1458637,3,2,5,4,1617,6677,2023,58,2,2,2,1458637.0,556039
375021,2,2,1,1,2257,5257,2018,93,3,2,0,375021.0,540076
1250673,2,3,3,1,3881,9959,1979,111,1,3,2,1250673.0,950709
668183,2,2,2,2,665,6566,1984,42,3,4,1,668183.0,723137
1258068,0,1,4,3,3350,5339,1993,23,0,2,0,1258068.0,632180
478198,3,0,2,3,2971,1846,1997,1,4,2,1,478198.0,592854
421154,0,1,2,3,1440,4971,2009,20,2,1,1,421154.0,930711
1434930,3,0,4,1,1365,1898,1967,9,1,1,2,1434930.0,747779
1312715,3,3,4,4,1601,2079,1955,90,2,3,0,1312715.0,652171
1361982,4,3,1,4,2820,5745,1967,111,0,3,0,1361982.0,393568
1376159,4,3,5,4,2168,2738,1978,68,2,3,2,1376159.0,499141
119222,3,3,1,2,2894,3214,1953,8,4,1,0,119222.0,978737
976821,3,1,4,2,1072,2832,1965,92,3,1,1,976821.0,123396
530400,4,3,6,4,2739,2813,1972,58,0,2,1,530400.0,966505
524279,1,0,4,1,2371,4972,1979,86,4,3,2,981617.5,802108
1333867,1,1,6,2,3440,5975,1999,113,0,4,0,1333867.0,717656
368896,3,1,6,4,1781,8066,2011,120,0,3,0,368896.0,694800
380565,3,3,4,3,3509,5120,2017,71,3,0,2,380565.0,578726
1197421,4,4,2,4,3406,6569,1988,70,2,1,0,1197421.0,415973
329837,0,0,1,1,2939,1346,2013,101,0,4,2,329837.0,360647
1040215,1,1,5,4,2130,6097,2008,43,0,0,2,1040215.0,688333
503182,2,0,3,4,2362,8743,1998,38,2,4,2,503182.0,445734
607972,0,0,4,3,2109,4791,2017,31,2,4,1,607972.0,875362
1410074,1,2,1,1,860,2838,1998,43,1,3,2,1410074.0,683277
535463,0,0,5,4,903,2533,1962,37,2,3,1,535463.0,660306
1047205,3,3,5,1,2651,1927,2003,63,1,1,0,1047205.0,835130
1115773,3,2,1,3,1880,6833,2017,59,1,4,2,1115773.0,992084
1470452,1,1,4,4,2367,2891,2021,18,4,2,1,1470452.0,154183
1058406,0,2,3,3,2180,2279,1967,24,2,1,0,1058406.0,843103
1482612,3,1,5,3,3996,1151,1975,86,2,3,0,1482612.0,833781
195826,1,1,5,4,1965,8146,1974,18,1,4,0,195826.0,494455
984633,1,0,2,1,1014,1919,1989,105,3,0,2,984633.0,720462
1280680,2,4,1,3,2852,5704,2015,5,1,3,2,1280680.0,595684
722912,3,1,5,1,3402,8965,1988,72,1,3,1,722912.0,362482
1442863,1,0,4,2,2278,8180,1966,103,0,0,2,1442863.0,474980
481322,0,3,4,2,1121,4261,1975,50,4,1,1,481322.0,255843
1375641,3,0,2,2,1948,6670,2009,48,3,1,1,1375641.0,161309
547298,1,2,5,4,3217,3835,2007,76,1,4,1,547298.0,333745
1168200,4,3,3,4,1072,7750,1971,114,3,2,0,1168200.0,191856
728249,2,2,5,4,3398,7233,1956,78,3,2,2,728249.0,996792
998871,4,1,6,1,2133,3328,1981,114,0,1,1,998871.0,686211
1122337,4,2,4,1,1947,3995,1996,40,1,0,2,1122337.0,470916
190329,1,4,4,2,3215,8651,2021,58,2,3,0,190329.0,525155
1093409,0,2,2,1,2144,6434,1996,102,2,0,2,1093409.0,285939
1489699,3,1,3,1,2228,1657,1992,51,4,1,0,1489699.0,958868
1382451,4,0,6,2,2003,3192,1962,9,4,2,1,1382451.0,752210
258490,2,3,6,2,1024,9065,1960,95,3,3,2,258490.0,841314
161267,2,2,5,2,3136,6476,1997,50,3,1,0,161267.0,802885
1411656,3,3,4,1,3650,6748,1983,2,2,3,2,1411656.0,398934
980741,2,0,4,1,1403,6539,1989,82,4,2,0,980741.0,898364
309134,1,1,6,3,3111,6149,1952,13,0,2,1,309134.0,894148
586196,3,1,3,3,1949,2789,2020,33,0,4,0,586196.0,851783
596947,3,4,1,1,3540,8256,1960,86,1,2,0,596947.0,160447
193325,2,0,6,1,1917,9358,1955,40,0,3,1,193325.0,841432
1178393,1,4,1,2,2473,5451,1956,75,1,3,2,1178393.0,531194
243343,3,4,2,2,3958,1936,2012,116,1,0,2,243343.0,766765
906038,0,2,2,4,1516,4527,1951,101,2,3,2,906038.0,697828
668833,1,1,5,1,1894,5146,1989,120,0,2,2,668833.0,847408
732202,2,4,2,1,2072,2578,1981,66,0,4,0,732202.0,315471
275759,0,3,1,1,1338,8697,2011,5,0,4,0,275759.0,668549
537863,3,0,4,3,3616,7784,1990,83,1,2,1,537863.0,151563
827893,2,4,1,4,2813,9576,2022,15,3,3,0,827893.0,409254
1418370,1,3,4,4,2006,2091,2023,15,3,2,1,1418370.0,685111
996528,3,3,5,4,764,1016,1988,54,2,4,0,996528.0,987168
697087,2,2,4,1,3295,8749,2007,82,3,4,2,697087.0,729834
667300,0,0,1,2,3699,8492,2005,70,0,1,0,667300.0,323990
1321679,3,0,5,1,1446,8068,1985,83,2,2,0,1321679.0,528338
812527,1,4,6,3,2820,9357,1966,70,1,0,2,812527.0,185189
534310,4,0,6,1,2329,4291,1962,32,2,1,2,534310.0,335022
402672,3,3,4,2,2890,1444,1989,64,1,4,2,402672.0,581498
697945,3,1,6,3,2400,7325,1996,110,3,4,1,697945.0,997007
1387098,1,4,5,3,1231,4038,2016,81,0,4,2,1387098.0,797834
451247,4,4,1,2,1023,1621,2019,63,3,1,0,451247.0,306381
825806,2,0,3,1,2713,7477,1985,15,0,3,2,825806.0,659459
104306,4,0,6,2,3476,5287,1984,34,0,3,0,104306.0,658348
579576,2,2,1,2,2249,2604,1967,51,0,1,1,579576.0,245462
982001,3,4,1,2,2708,1145,1979,26,1,3,2,982001.0,861847
565244,0,1,2,2,3288,8511,2008,70,4,0,1,565244.0,562610
1261938,4,1,5,3,3765,9118,2002,65,1,1,2,1261938.0,270651
453129,1,1,6,4,2468,2090,1950,117,2,4,0,453129.0,504898
347890,4,1,4,4,1659,9835,2000,75,1,4,1,347890.0,669562
825324,2,2,3,3,1983,7846,1992,92,1,1,0,825324.0,956416
1131077,1,3,2,1,1988,5101,1996,3,1,2,1,1131077.0,145700
1433969,1,3,1,3,3876,8917,1993,63,0,2,0,1412161.0,858388
1440490,3,0,3,4,2937,2061,1963,111,2,1,1,1440490.0,566692
539037,3,1,1,2,2161,7030,1975,45,0,1,2,539037.0,243228
1465615,1,1,4,3,3051,6869,1955,64,3,0,2,1465615.0,203748
1448976,2,4,2,2,2749,1346,2001,71,0,1,1,1448976.0,328958
224903,0,2,6,4,2064,4491,2022,44,4,1,0,224903.0,250525
704660,1,4,4,3,1224,3952,2022,49,3,2,0,704660.0,465096
508759,3,3,3,2,3942,4881,1973,110,4,2,0,508759.0,823289
198100,1,1,5,2,857,2046,1951,4,0,2,0,198100.0,634850
1171593,4,0,6,1,1840,1811,2016,10,4,3,1,1171593.0,417065
868311,0,4,3,4,2231,1667,1991,90,2,3,2,868311.0,564701
1046834,1,0,1,3,2420,1592,1978,76,2,3,1,1046834.0,604749
353101,0,1,1,4,2451,9741,1961,49,4,2,0,353101.0,812360
1114155,1,3,5,2,2339,8974,2015,53,1,0,1,1114155.0,336759
980574,4,2,6,2,1083,2372,1957,81,0,0,1,980574.0,821405
1036583,2,2,3,4,3752,5731,2003,27,0,3,2,1036583.0,477589
398021,3,0,3,2,726,1292,1962,35,2,2,1,398021.0,338064
735817,2,0,6,3,3740,4980,2017,104,4,4,0,735817.0,162399
1154452,0,0,5,3,3509,7396,2014,73,3,0,0,1154452.0,542394
1397853,1,2,1,2,1286,2668,1993,4,3,2,2,1397853.0,200632
1324583,0,2,5,2,3818,5126,1992,33,0,2,0,1324583.0,225103
922155,4,4,5,1,743,6787,2016,64,4,0,1,922155.0,846030
1304944,1,0,4,3,2329,7908,1965,50,4,2,2,1304944.0,915075
910408,2,0,3,2,1418,4817,2021,69,1,1,2,910408.0,778284
1428849,0,2,3,3,3683,5089,1991,92,1,2,1,1428849.0,687298
706540,1,2,6,2,1924,3685,1966,83,3,1,0,706540.0,163203
798896,2,2,3,1,2100,3409,1971,58,1,3,1,798896.0,887562
539722,0,1,6,4,2702,4501,1972,50,4,1,1,539722.0,841661
1076134,4,2,1,4,1462,4169,1998,27,4,0,2,1076134.0,522681
213805,2,0,5,1,1543,8855,1957,38,4,0,1,213805.0,226145
1152978,2,0,3,3,2535,2153,2011,13,0,4,2,1152978.0,244944
976078,0,2,2,3,605,3398,1950,49,0,2,0,976078.0,436857
440689,4,0,1,1,1532,7838,1981,32,1,4,0,440689.0,604655
638010,2,3,5,2,1639,7177,1954,68,0,0,2,998581.0,647450
883012,4,4,3,4,2177,3011,1969,84,2,1,2,780304.5,125803
546284,3,4,4,4,2040,9298,2011,113,1,4,0,546284.0,746908
392126,1,2,3,1,1545,7035,1997,33,0,2,0,392126.0,945878
1105600,4,0,3,4,3888,4824,1961,56,1,2,2,1105600.0,341042
936991,2,4,1,2,3975,3716,1967,108,2,2,2,936991.0,583203
1203446,2,1,4,1,1493,6406,2015,91,3,1,2,1203446.0,236241
1456198,3,2,2,3,3913,8178,2012,4,3,0,2,1456198.0,885423
422981,3,4,4,3,1375,8044,1983,9,3,1,0,422981.0,401987
390844,0,1,3,4,3770,5185,1986,39,2,4,2,390844.0,527931
562937,2,4,2,4,3915,2748,2010,43,0,0,2,562937.0,972811
1222304,4,2,3,3,3640,5324,2009,99,1,1,2,1165445.5,905643
560234,2,4,1,4,1613,1303,1958,116,3,2,2,560234.0,379793
166868,2,2,1,2,2586,9278,2014,115,2,3,0,166868.0,274077
524109,2,0,6,4,2044,4940,2012,117,2,1,2,524109.0,827480
434921,1,0,2,3,2479,5067,1986,38,3,4,1,434921.0,312593
1083361,2,1,5,1,1249,9828,1961,82,1,2,1,1083361.0,399042
1167836,1,4,6,2,2283,4038,1953,70,1,2,2,1167836.0,481889
837398,0,1,3,1,2100,9768,1971,7,2,3,1,837398.0,286558
1281515,4,1,5,4,3018,7330,1983,1,1,2,2,1281515.0,257118
1080061,4,2,2,1,2214,3028,2017,111,1,3,0,1080061.0,685266
1303467,2,0,1,2,3367,9381,1969,6,0,1,1,1303467.0,876960
925872,2,4,6,2,1471,9507,2020,46,1,1,1,925872.0,634947
979559,2,3,3,3,1573,4233,1985,37,4,0,1,979559.0,534020
451830,3,0,6,2,3420,5505,1990,86,0,1,2,451830.0,378326
1428613,4,2,4,3,2091,9753,1986,96,2,4,0,1428613.0,563211
645454,0,2,4,3,2101,8736,1975,87,3,1,0,645454.0,194810
793777,2,3,4,1,1616,8476,1996,91,2,2,1,793777.0,394570
1372428,3,4,4,1,1729,7379,1954,64,4,0,1,1372428.0,597685
596612,4,0,2,4,1056,2543,2014,93,0,3,1,596612.0,200591
1307358,2,1,3,3,1216,8572,2011,87,2,3,2,1307358.0,211151
1352612,2,3,3,3,2036,2219,1961,21,2,2,1,1352612.0,847977
642419,4,3,4,2,1175,2281,1985,48,3,2,2,642419.0,309255
961607,2,2,2,2,3528,9102,1993,109,2,0,2,961607.0,579829
292055,3,2,3,1,1577,2961,2013,15,2,1,2,292055.0,593038
591446,2,3,1,4,1744,1254,1977,77,0,3,2,591446.0,728295
1064262,2,0,4,1,2057,5106,1981,106,1,4,0,1064262.0,457353
846494,3,2,2,2,618,5905,1999,105,2,2,1,846494.0,468551
1414445,4,1,6,2,1976,1775,1964,70,0,3,2,1414445.0,618055
1248043,1,2,4,4,2192,1203,1982,56,3,2,2,1248043.0,731341
1067540,1,0,3,2,2578,6302,1958,88,0,3,2,1067540.0,509879
857797,3,4,5,1,3694,8820,1955,92,3,0,2,857797.0,965843
396831,4,2,3,4,3135,9158,1951,114,0,1,1,396831.0,800858
329187,0,3,4,1,3778,4516,2000,13,4,0,0,329187.0,726873
1257643,4,2,5,4,709,5357,1950,88,2,2,0,1257643.0,252183
358119,0,3,3,4,2456,6941,1972,5,4,4,0,358119.0,344969
1360246,2,2,1,1,2296,3109,1959,66,4,4,1,1360246.0,729485
1452143,3,2,5,2,2797,2687,1965,17,1,2,1,1452143.0,672760
113001,4,0,1,4,2282,4554,1994,77,4,2,1,113001.0,744596
936069,3,3,2,2,2199,5597,1952,90,2,2,2,936069.0,466286
1206928,2,4,4,1,1906,3379,1995,96,4,4,2,1206928.0,637990
835493,2,2,6,2,3787,6045,2008,106,4,0,0,835493.0,310195
1001135,3,2,2,2,3621,3770,1978,118,3,0,0,1001135.0,759014
500037,0,0,1,2,1072,3335,1979,14,4,2,1,500037.0,433274
1178128,1,0,1,4,642,4223,1967,70,3,4,2,1178128.0,486132
468367,0,4,4,2,3953,3330,1964,104,2,4,0,468367.0,930905
543847,1,2,5,2,3813,4624,1962,114,4,4,1,543847.0,334106
308811,1,0,3,4,3689,9518,2002,33,2,0,2,308811.0,889155
915237,2,0,2,4,2469,2860,2007,7,3,4,2,915237.0,284091
1427605,2,2,3,3,1655,1185,1986,12,3,4,2,1427605.0,453308
1213359,0,2,2,4,2936,6369,1987,47,0,2,1,1213359.0,178139
1314753,1,0,5,1,3060,1630,1992,98,3,1,1,1314753.0,735393
909232,0,4,2,4,1044,8331,1954,58,0,0,0,909232.0,976085
1025348,2,2,3,2,2672,6391,2014,114,3,1,0,1025348.0,863870
1229367,2,4,5,1,1256,9446,1963,80,3,1,2,1229367.0,787292
651790,4,0,2,2,881,7350,2022,18,3,0,1,651790.0,839741
1359843,4,4,1,4,2630,2470,1960,30,3,4,1,1359843.0,259281
564035,3,4,2,4,1712,8311,1965,19,1,4,2,564035.0,190259
1181346,3,2,3,3,3247,6455,1957,47,4,3,1,1181346.0,761808
698712,1,0,2,3,1880,2575,2017,106,4,2,2,698712.0,866228
1331935,1,3,2,2,2011,4759,1998,115,3,1,1,1331935.0,710217
221942,4,0,2,3,3191,5459,2001,6,0,1,1,221942.0,496240
237627,3,4,2,2,2197,8424,2016,112,3,4,1,237627.0,455221
936123,3,3,5,1,1516,4785,1987,113,4,3,0,936123.0,920665
891266,3,0,2,4,690,2510,2011,11,3,2,0,891266.0,980310
564030,2,1,6,4,2608,8536,1983,73,4,2,1,564030.0,727740
1220906,1,1,6,2,3648,9786,2011,20,4,3,2,1220906.0,507343
751425,0,4,4,4,2346,2711,2015,53,3,1,0,751425.0,140506
1249075,3,1,4,3,1444,5827,2002,46,1,4,1,1249075.0,821189
463854,1,2,4,4,734,2587,2015,9,1,3,2,463854.0,733280
1250374,3,4,5,2,1555,1662,1969,15,1,0,0,1250374.0,359963
321307,0,2,4,2,688,5098,2018,48,2,2,0,321307.0,752073
1014410,2,0,6,4,2500,4258,1987,28,4,1,0,1014410.0,125810
236666,2,4,2,2,2884,3523,2009,66,1,1,0,236666.0,346951
1321463,3,1,2,1,3857,8715,2016,86,3,2,2,1321463.0,465737
1416409,4,1,2,3,3600,8054,1983,5,4,2,0,1416409.0,653170
229675,3,1,1,3,798,2972,1967,76,1,4,2,229675.0,529280
